ID	;	x	;	y	;	score
0	;	170.0000	;	14.0000	;	0.826
1	;	176.0000	;	36.0000	;	0.742
2	;	172.0000	;	34.0000	;	0.607
3	;	154.0000	;	44.0000	;	0.275
4	;	152.0000	;	28.0000	;	0.311
5	;	180.0000	;	38.0000	;	0.886
6	;	152.0000	;	46.0000	;	0.869
7	;	152.0000	;	26.0000	;	0.666
8	;	166.0000	;	84.0000	;	0.667
9	;	160.0000	;	124.0000	;	0.542
10	;	168.0000	;	162.0000	;	0.344
11	;	172.0000	;	84.0000	;	0.802
12	;	164.0000	;	124.0000	;	0.862
13	;	172.0000	;	164.0000	;	0.681
15	;	174.0000	;	12.0000	;	0.866
17	;	180.0000	;	18.0000	;	0.958
