ID	;	x	;	y	;	score
0	;	196.0000	;	38.0000	;	0.884
1	;	186.0000	;	48.0000	;	0.716
2	;	188.0000	;	48.0000	;	0.718
3	;	206.0000	;	46.0000	;	0.861
4	;	210.0000	;	28.0000	;	0.648
5	;	184.0000	;	48.0000	;	0.530
6	;	200.0000	;	44.0000	;	0.140
7	;	206.0000	;	34.0000	;	0.118
8	;	186.0000	;	84.0000	;	0.813
9	;	192.0000	;	114.0000	;	0.683
10	;	194.0000	;	146.0000	;	0.785
11	;	186.0000	;	84.0000	;	0.729
12	;	192.0000	;	112.0000	;	0.726
13	;	196.0000	;	142.0000	;	0.708
14	;	194.0000	;	36.0000	;	0.946
16	;	188.0000	;	38.0000	;	0.928
