ID	;	x	;	y	;	score
0	;	174.0000	;	42.0000	;	0.805
1	;	182.0000	;	64.0000	;	0.744
2	;	178.0000	;	64.0000	;	0.551
3	;	158.0000	;	82.0000	;	0.169
5	;	186.0000	;	66.0000	;	0.803
6	;	152.0000	;	74.0000	;	0.815
7	;	150.0000	;	46.0000	;	0.659
8	;	176.0000	;	122.0000	;	0.541
9	;	172.0000	;	166.0000	;	0.533
10	;	168.0000	;	204.0000	;	0.353
11	;	180.0000	;	124.0000	;	0.744
12	;	170.0000	;	168.0000	;	0.752
13	;	168.0000	;	210.0000	;	0.775
14	;	174.0000	;	40.0000	;	0.827
15	;	180.0000	;	40.0000	;	0.856
17	;	190.0000	;	44.0000	;	0.880
