ID	;	x	;	y	;	score
0	;	168.0000	;	68.0000	;	0.762
1	;	178.0000	;	80.0000	;	0.738
2	;	174.0000	;	78.0000	;	0.677
3	;	158.0000	;	86.0000	;	0.309
4	;	158.0000	;	76.0000	;	0.322
5	;	180.0000	;	80.0000	;	0.790
6	;	162.0000	;	86.0000	;	0.764
7	;	160.0000	;	74.0000	;	0.557
8	;	168.0000	;	122.0000	;	0.548
9	;	166.0000	;	152.0000	;	0.575
10	;	170.0000	;	172.0000	;	0.230
11	;	172.0000	;	122.0000	;	0.728
12	;	164.0000	;	152.0000	;	0.813
13	;	168.0000	;	172.0000	;	0.227
15	;	170.0000	;	64.0000	;	0.766
17	;	176.0000	;	66.0000	;	0.840
