ID	;	x	;	y	;	score
0	;	174.0000	;	20.0000	;	0.909
1	;	176.0000	;	38.0000	;	0.713
2	;	168.0000	;	38.0000	;	0.755
3	;	152.0000	;	44.0000	;	0.452
4	;	152.0000	;	26.0000	;	0.494
5	;	182.0000	;	40.0000	;	0.669
6	;	156.0000	;	44.0000	;	0.690
7	;	154.0000	;	26.0000	;	0.650
8	;	166.0000	;	78.0000	;	0.720
9	;	162.0000	;	114.0000	;	0.640
10	;	162.0000	;	146.0000	;	0.639
11	;	174.0000	;	80.0000	;	0.742
12	;	160.0000	;	112.0000	;	0.722
13	;	160.0000	;	146.0000	;	0.662
14	;	172.0000	;	18.0000	;	0.890
15	;	178.0000	;	18.0000	;	0.960
17	;	184.0000	;	24.0000	;	0.819
