ID	;	x	;	y	;	score
0	;	188.0000	;	20.0000	;	0.927
1	;	182.0000	;	44.0000	;	0.653
2	;	180.0000	;	40.0000	;	0.486
3	;	156.0000	;	44.0000	;	0.136
5	;	184.0000	;	46.0000	;	0.745
6	;	152.0000	;	50.0000	;	0.643
7	;	150.0000	;	20.0000	;	0.580
8	;	170.0000	;	98.0000	;	0.475
9	;	162.0000	;	140.0000	;	0.565
10	;	162.0000	;	172.0000	;	0.314
11	;	170.0000	;	100.0000	;	0.680
12	;	162.0000	;	140.0000	;	0.765
13	;	164.0000	;	172.0000	;	0.466
14	;	188.0000	;	16.0000	;	0.776
15	;	194.0000	;	22.0000	;	0.997
17	;	200.0000	;	32.0000	;	0.686
