ID	;	x	;	y	;	score
0	;	102.0000	;	52.0000	;	0.764
1	;	114.0000	;	64.0000	;	0.679
2	;	118.0000	;	64.0000	;	0.569
3	;	96.0000	;	68.0000	;	0.169
4	;	92.0000	;	58.0000	;	0.259
5	;	112.0000	;	64.0000	;	0.707
6	;	88.0000	;	66.0000	;	0.848
7	;	88.0000	;	52.0000	;	0.758
8	;	112.0000	;	104.0000	;	0.593
9	;	102.0000	;	134.0000	;	0.642
10	;	100.0000	;	166.0000	;	0.542
11	;	108.0000	;	104.0000	;	0.790
12	;	100.0000	;	136.0000	;	0.894
13	;	100.0000	;	168.0000	;	0.828
15	;	104.0000	;	50.0000	;	0.777
17	;	112.0000	;	50.0000	;	0.899
