ID	;	x	;	y	;	score
0	;	176.0000	;	16.0000	;	0.647
1	;	182.0000	;	38.0000	;	0.729
2	;	186.0000	;	36.0000	;	0.727
3	;	164.0000	;	42.0000	;	0.126
4	;	160.0000	;	24.0000	;	0.193
5	;	180.0000	;	36.0000	;	0.857
6	;	154.0000	;	40.0000	;	0.810
7	;	156.0000	;	20.0000	;	0.798
8	;	178.0000	;	80.0000	;	0.675
9	;	166.0000	;	114.0000	;	0.584
10	;	166.0000	;	148.0000	;	0.556
11	;	174.0000	;	80.0000	;	0.731
12	;	162.0000	;	114.0000	;	0.767
13	;	164.0000	;	150.0000	;	0.776
15	;	178.0000	;	14.0000	;	0.806
17	;	184.0000	;	20.0000	;	0.928
