ID	;	x	;	y	;	score
0	;	98.0000	;	28.0000	;	0.712
1	;	92.0000	;	38.0000	;	0.758
2	;	94.0000	;	38.0000	;	0.632
3	;	70.0000	;	40.0000	;	0.252
4	;	66.0000	;	28.0000	;	0.342
5	;	90.0000	;	38.0000	;	0.771
6	;	64.0000	;	42.0000	;	0.723
7	;	64.0000	;	24.0000	;	0.504
8	;	86.0000	;	84.0000	;	0.621
9	;	76.0000	;	124.0000	;	0.649
10	;	72.0000	;	162.0000	;	0.491
11	;	88.0000	;	86.0000	;	0.749
12	;	74.0000	;	124.0000	;	0.850
13	;	74.0000	;	164.0000	;	0.699
14	;	98.0000	;	26.0000	;	0.641
15	;	100.0000	;	26.0000	;	0.664
16	;	94.0000	;	24.0000	;	0.563
17	;	96.0000	;	26.0000	;	0.271
