ID	;	x	;	y	;	score
0	;	130.0000	;	32.0000	;	0.903
1	;	134.0000	;	48.0000	;	0.700
2	;	132.0000	;	48.0000	;	0.541
3	;	102.0000	;	56.0000	;	0.298
4	;	100.0000	;	38.0000	;	0.162
5	;	138.0000	;	48.0000	;	0.827
6	;	102.0000	;	54.0000	;	0.731
7	;	102.0000	;	30.0000	;	0.684
8	;	124.0000	;	104.0000	;	0.688
9	;	114.0000	;	154.0000	;	0.702
10	;	120.0000	;	202.0000	;	0.374
11	;	132.0000	;	106.0000	;	0.789
12	;	118.0000	;	154.0000	;	0.841
13	;	122.0000	;	206.0000	;	0.788
14	;	130.0000	;	28.0000	;	0.933
15	;	136.0000	;	30.0000	;	0.751
17	;	144.0000	;	34.0000	;	0.908
