ID	;	x	;	y	;	score
0	;	110.0000	;	22.0000	;	0.810
1	;	114.0000	;	42.0000	;	0.801
2	;	108.0000	;	38.0000	;	0.651
3	;	90.0000	;	50.0000	;	0.215
4	;	88.0000	;	32.0000	;	0.136
5	;	120.0000	;	44.0000	;	0.749
6	;	90.0000	;	50.0000	;	0.641
7	;	86.0000	;	30.0000	;	0.684
8	;	108.0000	;	82.0000	;	0.564
9	;	100.0000	;	116.0000	;	0.277
10	;	96.0000	;	150.0000	;	0.125
11	;	116.0000	;	84.0000	;	0.713
12	;	104.0000	;	118.0000	;	0.506
13	;	98.0000	;	158.0000	;	0.225
14	;	110.0000	;	18.0000	;	0.789
15	;	116.0000	;	20.0000	;	0.977
17	;	122.0000	;	26.0000	;	0.928
