ID	;	x	;	y	;	score
0	;	84.0000	;	26.0000	;	0.910
1	;	96.0000	;	44.0000	;	0.652
2	;	92.0000	;	46.0000	;	0.519
3	;	84.0000	;	74.0000	;	0.335
4	;	80.0000	;	94.0000	;	0.228
5	;	100.0000	;	42.0000	;	0.871
6	;	64.0000	;	44.0000	;	0.830
7	;	66.0000	;	24.0000	;	0.734
8	;	94.0000	;	96.0000	;	0.605
9	;	82.0000	;	134.0000	;	0.532
10	;	80.0000	;	174.0000	;	0.163
11	;	108.0000	;	98.0000	;	0.756
12	;	88.0000	;	138.0000	;	0.827
13	;	78.0000	;	182.0000	;	0.766
15	;	88.0000	;	22.0000	;	0.785
17	;	98.0000	;	26.0000	;	0.975
