ID	;	x	;	y	;	score
0	;	172.0000	;	10.0000	;	0.864
1	;	182.0000	;	30.0000	;	0.739
2	;	176.0000	;	28.0000	;	0.677
3	;	158.0000	;	36.0000	;	0.210
4	;	154.0000	;	20.0000	;	0.126
5	;	186.0000	;	32.0000	;	0.735
6	;	164.0000	;	38.0000	;	0.355
7	;	154.0000	;	22.0000	;	0.201
8	;	174.0000	;	78.0000	;	0.587
9	;	166.0000	;	116.0000	;	0.561
10	;	166.0000	;	158.0000	;	0.372
11	;	184.0000	;	80.0000	;	0.657
12	;	170.0000	;	116.0000	;	0.790
13	;	168.0000	;	160.0000	;	0.769
15	;	178.0000	;	8.0000	;	0.791
17	;	188.0000	;	12.0000	;	0.933
