ID	;	x	;	y	;	score
0	;	86.0000	;	22.0000	;	0.602
1	;	94.0000	;	38.0000	;	0.737
2	;	98.0000	;	38.0000	;	0.677
3	;	76.0000	;	42.0000	;	0.136
4	;	74.0000	;	28.0000	;	0.318
5	;	90.0000	;	36.0000	;	0.891
6	;	62.0000	;	42.0000	;	0.813
7	;	68.0000	;	24.0000	;	0.710
8	;	84.0000	;	84.0000	;	0.640
9	;	72.0000	;	124.0000	;	0.632
10	;	72.0000	;	160.0000	;	0.555
11	;	80.0000	;	84.0000	;	0.779
12	;	70.0000	;	124.0000	;	0.793
13	;	70.0000	;	160.0000	;	0.626
15	;	90.0000	;	20.0000	;	0.768
17	;	96.0000	;	24.0000	;	0.764
