ID	;	x	;	y	;	score
0	;	146.0000	;	8.0000	;	0.623
1	;	142.0000	;	24.0000	;	0.592
2	;	140.0000	;	26.0000	;	0.803
3	;	170.0000	;	32.0000	;	0.712
4	;	174.0000	;	10.0000	;	0.649
5	;	146.0000	;	20.0000	;	0.522
6	;	168.0000	;	22.0000	;	0.086
7	;	172.0000	;	12.0000	;	0.269
8	;	140.0000	;	90.0000	;	0.683
9	;	156.0000	;	138.0000	;	0.734
10	;	156.0000	;	172.0000	;	0.330
11	;	144.0000	;	90.0000	;	0.498
12	;	158.0000	;	138.0000	;	0.566
13	;	158.0000	;	170.0000	;	0.165
14	;	140.0000	;	6.0000	;	0.925
15	;	146.0000	;	6.0000	;	0.702
16	;	132.0000	;	8.0000	;	0.856
