ID	;	x	;	y	;	score
0	;	61650.0000	;	5568.7500	;	0.988
1	;	59850.0000	;	8100.0000	;	0.811
2	;	58950.0000	;	8353.1250	;	0.797
3	;	67050.0000	;	8353.1250	;	0.575
4	;	69300.0000	;	5568.7500	;	0.361
5	;	61200.0000	;	7846.8750	;	0.643
6	;	66600.0000	;	8100.0000	;	0.404
7	;	68400.0000	;	5062.5000	;	0.264
8	;	60750.0000	;	15946.8750	;	0.713
9	;	64350.0000	;	22528.1250	;	0.836
10	;	64350.0000	;	28096.8750	;	0.719
11	;	63000.0000	;	15693.7500	;	0.660
12	;	64800.0000	;	22275.0000	;	0.400
13	;	64800.0000	;	27337.5000	;	0.234
14	;	60300.0000	;	5315.6250	;	0.931
15	;	61200.0000	;	5062.5000	;	0.211
16	;	58500.0000	;	6075.0000	;	0.901
