ID	;	x	;	y	;	score
0	;	84.0000	;	32.0000	;	0.833
1	;	98.0000	;	52.0000	;	0.748
2	;	92.0000	;	52.0000	;	0.592
3	;	76.0000	;	78.0000	;	0.215
4	;	72.0000	;	106.0000	;	0.151
5	;	102.0000	;	52.0000	;	0.843
6	;	66.0000	;	54.0000	;	0.771
7	;	64.0000	;	34.0000	;	0.819
8	;	84.0000	;	110.0000	;	0.692
9	;	82.0000	;	156.0000	;	0.605
10	;	76.0000	;	200.0000	;	0.448
11	;	96.0000	;	112.0000	;	0.634
12	;	80.0000	;	158.0000	;	0.716
13	;	74.0000	;	202.0000	;	0.787
15	;	88.0000	;	28.0000	;	0.914
17	;	102.0000	;	30.0000	;	0.845
