ID	;	x	;	y	;	score
0	;	170.0000	;	66.0000	;	0.836
1	;	178.0000	;	80.0000	;	0.729
2	;	176.0000	;	80.0000	;	0.564
3	;	160.0000	;	86.0000	;	0.271
4	;	158.0000	;	74.0000	;	0.296
5	;	180.0000	;	80.0000	;	0.757
6	;	162.0000	;	86.0000	;	0.802
7	;	158.0000	;	72.0000	;	0.642
8	;	170.0000	;	122.0000	;	0.577
9	;	168.0000	;	154.0000	;	0.581
10	;	170.0000	;	172.0000	;	0.237
11	;	172.0000	;	124.0000	;	0.773
12	;	164.0000	;	154.0000	;	0.709
13	;	166.0000	;	172.0000	;	0.249
15	;	172.0000	;	64.0000	;	0.838
17	;	178.0000	;	66.0000	;	0.921
