ID	;	x	;	y	;	score
0	;	112.0000	;	24.0000	;	0.792
1	;	122.0000	;	40.0000	;	0.663
2	;	124.0000	;	38.0000	;	0.560
3	;	102.0000	;	48.0000	;	0.155
4	;	94.0000	;	38.0000	;	0.202
5	;	120.0000	;	40.0000	;	0.738
6	;	92.0000	;	46.0000	;	0.826
7	;	90.0000	;	30.0000	;	0.632
8	;	116.0000	;	88.0000	;	0.501
9	;	106.0000	;	130.0000	;	0.517
10	;	104.0000	;	168.0000	;	0.398
11	;	114.0000	;	90.0000	;	0.737
12	;	106.0000	;	130.0000	;	0.718
13	;	106.0000	;	168.0000	;	0.636
14	;	112.0000	;	20.0000	;	0.408
15	;	116.0000	;	20.0000	;	0.932
17	;	126.0000	;	24.0000	;	0.752
