ID	;	x	;	y	;	score
0	;	61200.0000	;	5315.6250	;	0.806
1	;	58950.0000	;	8353.1250	;	0.806
2	;	60300.0000	;	8100.0000	;	0.760
3	;	67500.0000	;	8353.1250	;	0.837
4	;	67950.0000	;	5315.6250	;	0.586
5	;	56700.0000	;	8606.2500	;	0.656
6	;	65250.0000	;	8353.1250	;	0.102
8	;	62100.0000	;	15440.6250	;	0.722
9	;	64350.0000	;	22528.1250	;	0.851
10	;	63900.0000	;	28856.2500	;	0.638
11	;	58500.0000	;	15693.7500	;	0.641
12	;	63450.0000	;	18478.1250	;	0.138
14	;	59850.0000	;	5062.5000	;	0.785
15	;	60300.0000	;	4556.2500	;	0.221
16	;	58050.0000	;	5821.8750	;	0.822
