ID	;	x	;	y	;	score
0	;	178.0000	;	22.0000	;	0.901
1	;	174.0000	;	40.0000	;	0.659
2	;	166.0000	;	36.0000	;	0.732
3	;	150.0000	;	42.0000	;	0.445
4	;	150.0000	;	22.0000	;	0.393
5	;	182.0000	;	44.0000	;	0.656
6	;	154.0000	;	44.0000	;	0.496
7	;	152.0000	;	22.0000	;	0.347
8	;	152.0000	;	74.0000	;	0.580
9	;	148.0000	;	112.0000	;	0.347
10	;	156.0000	;	146.0000	;	0.252
11	;	162.0000	;	78.0000	;	0.715
12	;	154.0000	;	112.0000	;	0.778
13	;	160.0000	;	148.0000	;	0.776
14	;	178.0000	;	20.0000	;	0.795
15	;	184.0000	;	22.0000	;	0.792
17	;	188.0000	;	30.0000	;	0.848
