ID	;	x	;	y	;	score
0	;	246.0000	;	56.0000	;	0.814
1	;	232.0000	;	72.0000	;	0.657
2	;	230.0000	;	70.0000	;	0.684
3	;	266.0000	;	64.0000	;	0.825
4	;	262.0000	;	46.0000	;	0.779
5	;	236.0000	;	72.0000	;	0.512
6	;	254.0000	;	100.0000	;	0.200
8	;	230.0000	;	128.0000	;	0.579
9	;	246.0000	;	172.0000	;	0.800
10	;	244.0000	;	216.0000	;	0.748
11	;	236.0000	;	126.0000	;	0.593
12	;	244.0000	;	170.0000	;	0.600
13	;	242.0000	;	212.0000	;	0.469
14	;	242.0000	;	52.0000	;	0.905
15	;	248.0000	;	52.0000	;	0.809
16	;	230.0000	;	52.0000	;	0.827
