ID	;	x	;	y	;	score
0	;	90.0000	;	22.0000	;	0.582
1	;	94.0000	;	38.0000	;	0.747
2	;	98.0000	;	38.0000	;	0.675
3	;	74.0000	;	38.0000	;	0.213
4	;	72.0000	;	26.0000	;	0.353
5	;	90.0000	;	36.0000	;	0.905
6	;	60.0000	;	40.0000	;	0.739
7	;	68.0000	;	22.0000	;	0.727
8	;	82.0000	;	84.0000	;	0.649
9	;	72.0000	;	124.0000	;	0.618
10	;	72.0000	;	160.0000	;	0.559
11	;	80.0000	;	86.0000	;	0.777
12	;	70.0000	;	124.0000	;	0.816
13	;	72.0000	;	162.0000	;	0.630
15	;	92.0000	;	20.0000	;	0.667
17	;	96.0000	;	24.0000	;	0.755
