ID	;	x	;	y	;	score
0	;	122.0000	;	36.0000	;	0.935
1	;	136.0000	;	52.0000	;	0.698
2	;	134.0000	;	52.0000	;	0.547
3	;	106.0000	;	60.0000	;	0.336
4	;	100.0000	;	42.0000	;	0.201
5	;	136.0000	;	50.0000	;	0.864
6	;	104.0000	;	54.0000	;	0.674
7	;	102.0000	;	32.0000	;	0.609
8	;	132.0000	;	108.0000	;	0.654
9	;	120.0000	;	156.0000	;	0.583
10	;	120.0000	;	204.0000	;	0.421
11	;	136.0000	;	110.0000	;	0.694
12	;	122.0000	;	156.0000	;	0.894
13	;	122.0000	;	208.0000	;	0.810
15	;	124.0000	;	34.0000	;	0.943
17	;	136.0000	;	36.0000	;	0.907
