ID	;	x	;	y	;	score
0	;	182.0000	;	22.0000	;	0.913
1	;	176.0000	;	48.0000	;	0.646
2	;	176.0000	;	50.0000	;	0.772
3	;	216.0000	;	52.0000	;	0.835
4	;	216.0000	;	20.0000	;	0.672
5	;	176.0000	;	46.0000	;	0.490
6	;	212.0000	;	52.0000	;	0.091
8	;	186.0000	;	120.0000	;	0.679
9	;	204.0000	;	178.0000	;	0.778
10	;	204.0000	;	228.0000	;	0.464
11	;	194.0000	;	118.0000	;	0.522
12	;	204.0000	;	176.0000	;	0.591
13	;	194.0000	;	216.0000	;	0.342
14	;	174.0000	;	20.0000	;	0.873
15	;	180.0000	;	16.0000	;	0.787
16	;	164.0000	;	30.0000	;	0.856
