ID	;	x	;	y	;	score
0	;	90.0000	;	20.0000	;	0.914
1	;	92.0000	;	36.0000	;	0.821
2	;	96.0000	;	36.0000	;	0.703
3	;	72.0000	;	40.0000	;	0.234
4	;	66.0000	;	32.0000	;	0.313
5	;	90.0000	;	36.0000	;	0.847
6	;	64.0000	;	40.0000	;	0.645
7	;	62.0000	;	26.0000	;	0.577
8	;	74.0000	;	80.0000	;	0.580
9	;	66.0000	;	120.0000	;	0.503
10	;	68.0000	;	158.0000	;	0.495
11	;	72.0000	;	80.0000	;	0.701
12	;	66.0000	;	122.0000	;	0.741
13	;	74.0000	;	162.0000	;	0.704
14	;	90.0000	;	16.0000	;	0.524
15	;	94.0000	;	18.0000	;	0.886
17	;	100.0000	;	22.0000	;	0.819
