ID	;	x	;	y	;	score
0	;	166.0000	;	34.0000	;	0.783
1	;	176.0000	;	46.0000	;	0.708
2	;	172.0000	;	46.0000	;	0.708
3	;	152.0000	;	48.0000	;	0.301
4	;	152.0000	;	32.0000	;	0.420
5	;	180.0000	;	46.0000	;	0.780
6	;	156.0000	;	48.0000	;	0.588
7	;	154.0000	;	32.0000	;	0.585
8	;	166.0000	;	86.0000	;	0.693
9	;	160.0000	;	118.0000	;	0.694
10	;	162.0000	;	148.0000	;	0.677
11	;	172.0000	;	88.0000	;	0.770
12	;	156.0000	;	120.0000	;	0.824
13	;	158.0000	;	148.0000	;	0.636
15	;	168.0000	;	32.0000	;	0.754
17	;	176.0000	;	32.0000	;	0.809
