ID	;	x	;	y	;	score
0	;	154.0000	;	8.0444	;	0.737
1	;	160.0000	;	24.1333	;	0.665
2	;	154.0000	;	24.1333	;	0.522
3	;	130.0000	;	20.1111	;	0.226
5	;	162.0000	;	26.1444	;	0.828
6	;	130.0000	;	20.1111	;	0.818
7	;	132.0000	;	8.0444	;	0.172
8	;	150.0000	;	84.4667	;	0.633
9	;	142.0000	;	136.7556	;	0.652
10	;	136.0000	;	172.9556	;	0.234
11	;	160.0000	;	86.4778	;	0.623
12	;	146.0000	;	138.7667	;	0.704
13	;	138.0000	;	172.9556	;	0.314
14	;	154.0000	;	6.0333	;	0.471
15	;	158.0000	;	8.0444	;	0.557
17	;	166.0000	;	10.0556	;	0.711
