ID	;	x	;	y	;	score
0	;	170.0000	;	32.0000	;	0.827
1	;	174.0000	;	46.0000	;	0.779
2	;	168.0000	;	44.0000	;	0.776
3	;	148.0000	;	46.0000	;	0.573
4	;	152.0000	;	32.0000	;	0.556
5	;	180.0000	;	46.0000	;	0.804
6	;	160.0000	;	48.0000	;	0.467
7	;	156.0000	;	34.0000	;	0.549
8	;	164.0000	;	86.0000	;	0.766
9	;	160.0000	;	118.0000	;	0.670
10	;	162.0000	;	148.0000	;	0.669
11	;	172.0000	;	88.0000	;	0.802
12	;	158.0000	;	118.0000	;	0.816
13	;	158.0000	;	146.0000	;	0.627
14	;	170.0000	;	28.0000	;	0.869
15	;	174.0000	;	28.0000	;	0.887
17	;	182.0000	;	32.0000	;	0.785
