ID	;	x	;	y	;	score
0	;	220.0000	;	30.0000	;	0.581
1	;	224.0000	;	48.0000	;	0.593
2	;	226.0000	;	50.0000	;	0.745
3	;	254.0000	;	56.0000	;	0.697
4	;	256.0000	;	36.0000	;	0.716
5	;	224.0000	;	46.0000	;	0.472
6	;	242.0000	;	38.0000	;	0.090
8	;	236.0000	;	100.0000	;	0.706
9	;	242.0000	;	138.0000	;	0.689
10	;	242.0000	;	170.0000	;	0.379
11	;	238.0000	;	98.0000	;	0.507
12	;	244.0000	;	138.0000	;	0.538
13	;	244.0000	;	170.0000	;	0.310
14	;	216.0000	;	32.0000	;	0.528
15	;	216.0000	;	28.0000	;	0.368
16	;	212.0000	;	38.0000	;	0.650
