ID	;	x	;	y	;	score
0	;	166.0000	;	34.0000	;	0.748
1	;	176.0000	;	46.0000	;	0.681
2	;	174.0000	;	46.0000	;	0.613
3	;	154.0000	;	46.0000	;	0.284
4	;	152.0000	;	32.0000	;	0.349
5	;	178.0000	;	46.0000	;	0.779
6	;	154.0000	;	48.0000	;	0.641
7	;	154.0000	;	32.0000	;	0.645
8	;	168.0000	;	86.0000	;	0.635
9	;	160.0000	;	118.0000	;	0.679
10	;	160.0000	;	148.0000	;	0.645
11	;	172.0000	;	88.0000	;	0.775
12	;	158.0000	;	118.0000	;	0.801
13	;	160.0000	;	148.0000	;	0.668
15	;	168.0000	;	32.0000	;	0.735
17	;	176.0000	;	32.0000	;	0.821
