ID	;	x	;	y	;	score
0	;	126.0000	;	34.0000	;	0.897
1	;	132.0000	;	50.0000	;	0.834
2	;	126.0000	;	52.0000	;	0.598
3	;	100.0000	;	56.0000	;	0.417
4	;	98.0000	;	38.0000	;	0.236
5	;	136.0000	;	48.0000	;	0.793
6	;	104.0000	;	54.0000	;	0.649
7	;	100.0000	;	30.0000	;	0.630
8	;	138.0000	;	106.0000	;	0.721
9	;	128.0000	;	152.0000	;	0.625
10	;	124.0000	;	200.0000	;	0.621
11	;	148.0000	;	106.0000	;	0.759
12	;	132.0000	;	152.0000	;	0.831
13	;	124.0000	;	204.0000	;	0.810
14	;	122.0000	;	32.0000	;	0.898
15	;	130.0000	;	32.0000	;	0.847
17	;	138.0000	;	34.0000	;	0.982
