ID	;	x	;	y	;	score
0	;	92.0000	;	16.0000	;	0.856
1	;	112.0000	;	30.0000	;	0.638
2	;	114.0000	;	30.0000	;	0.588
3	;	98.0000	;	52.0000	;	0.266
4	;	88.0000	;	46.0000	;	0.164
5	;	110.0000	;	30.0000	;	0.754
6	;	82.0000	;	38.0000	;	0.709
7	;	74.0000	;	28.0000	;	0.611
8	;	112.0000	;	84.0000	;	0.599
9	;	94.0000	;	126.0000	;	0.636
10	;	88.0000	;	170.0000	;	0.420
11	;	106.0000	;	86.0000	;	0.814
12	;	90.0000	;	126.0000	;	0.846
13	;	90.0000	;	170.0000	;	0.516
14	;	90.0000	;	14.0000	;	0.187
15	;	96.0000	;	12.0000	;	0.925
17	;	108.0000	;	12.0000	;	0.951
