ID	;	x	;	y	;	score
0	;	172.0000	;	44.0000	;	0.917
1	;	188.0000	;	66.0000	;	0.796
2	;	190.0000	;	66.0000	;	0.542
3	;	158.0000	;	76.0000	;	0.241
4	;	156.0000	;	54.0000	;	0.327
5	;	186.0000	;	68.0000	;	0.811
6	;	154.0000	;	74.0000	;	0.804
7	;	156.0000	;	52.0000	;	0.727
8	;	174.0000	;	124.0000	;	0.457
9	;	166.0000	;	170.0000	;	0.479
10	;	164.0000	;	208.0000	;	0.293
11	;	170.0000	;	126.0000	;	0.679
12	;	164.0000	;	172.0000	;	0.791
13	;	168.0000	;	214.0000	;	0.719
15	;	174.0000	;	42.0000	;	0.809
17	;	184.0000	;	46.0000	;	0.870
