ID	;	x	;	y	;	score
0	;	190.0000	;	40.0000	;	0.774
1	;	186.0000	;	52.0000	;	0.877
2	;	184.0000	;	52.0000	;	0.832
3	;	204.0000	;	56.0000	;	0.831
4	;	210.0000	;	44.0000	;	0.650
5	;	190.0000	;	50.0000	;	0.655
6	;	206.0000	;	54.0000	;	0.311
7	;	210.0000	;	46.0000	;	0.482
8	;	188.0000	;	88.0000	;	0.796
9	;	198.0000	;	118.0000	;	0.777
10	;	200.0000	;	148.0000	;	0.680
11	;	190.0000	;	86.0000	;	0.621
12	;	200.0000	;	118.0000	;	0.696
13	;	200.0000	;	146.0000	;	0.485
14	;	186.0000	;	38.0000	;	0.968
15	;	192.0000	;	36.0000	;	0.915
16	;	182.0000	;	40.0000	;	0.748
