ID	;	x	;	y	;	score
0	;	86.0000	;	22.0000	;	0.408
1	;	92.0000	;	38.0000	;	0.777
2	;	94.0000	;	36.0000	;	0.531
3	;	70.0000	;	40.0000	;	0.108
4	;	70.0000	;	28.0000	;	0.216
5	;	90.0000	;	38.0000	;	0.858
6	;	62.0000	;	42.0000	;	0.834
7	;	64.0000	;	24.0000	;	0.615
8	;	86.0000	;	84.0000	;	0.590
9	;	74.0000	;	122.0000	;	0.566
10	;	70.0000	;	162.0000	;	0.536
11	;	86.0000	;	86.0000	;	0.730
12	;	74.0000	;	124.0000	;	0.826
13	;	74.0000	;	164.0000	;	0.698
14	;	88.0000	;	18.0000	;	0.170
15	;	88.0000	;	20.0000	;	0.461
17	;	94.0000	;	24.0000	;	0.619
