ID	;	x	;	y	;	score
0	;	136.0000	;	18.0000	;	0.846
1	;	140.0000	;	38.0000	;	0.698
2	;	138.0000	;	38.0000	;	0.478
3	;	106.0000	;	42.0000	;	0.263
5	;	140.0000	;	40.0000	;	0.699
6	;	106.0000	;	40.0000	;	0.756
7	;	104.0000	;	18.0000	;	0.501
8	;	134.0000	;	92.0000	;	0.534
9	;	124.0000	;	136.0000	;	0.557
10	;	116.0000	;	170.0000	;	0.140
11	;	134.0000	;	94.0000	;	0.685
12	;	124.0000	;	138.0000	;	0.724
13	;	118.0000	;	172.0000	;	0.316
14	;	134.0000	;	16.0000	;	0.732
15	;	140.0000	;	18.0000	;	0.920
17	;	148.0000	;	24.0000	;	0.835
