ID	;	x	;	y	;	score
0	;	41850.0000	;	6581.2500	;	0.876
1	;	41850.0000	;	9365.6250	;	0.829
2	;	39600.0000	;	9112.5000	;	0.667
3	;	33750.0000	;	9365.6250	;	0.668
4	;	33300.0000	;	6834.3750	;	0.573
5	;	43650.0000	;	9365.6250	;	0.721
6	;	38250.0000	;	10631.2500	;	0.245
7	;	35550.0000	;	10125.0000	;	0.142
8	;	38250.0000	;	16453.1250	;	0.806
9	;	36450.0000	;	22781.2500	;	0.583
10	;	35100.0000	;	28603.1250	;	0.419
11	;	41850.0000	;	16706.2500	;	0.811
12	;	37800.0000	;	23034.3750	;	0.793
13	;	38250.0000	;	29615.6250	;	0.643
14	;	41400.0000	;	6328.1250	;	0.852
15	;	42750.0000	;	6328.1250	;	0.906
16	;	40500.0000	;	6581.2500	;	0.231
17	;	44550.0000	;	7087.5000	;	0.939
