ID	;	x	;	y	;	score
0	;	88.0000	;	30.0000	;	0.781
1	;	98.0000	;	52.0000	;	0.783
2	;	92.0000	;	52.0000	;	0.603
3	;	66.0000	;	58.0000	;	0.188
4	;	66.0000	;	38.0000	;	0.208
5	;	102.0000	;	52.0000	;	0.823
6	;	66.0000	;	54.0000	;	0.758
7	;	66.0000	;	36.0000	;	0.823
8	;	86.0000	;	112.0000	;	0.644
9	;	84.0000	;	156.0000	;	0.606
10	;	76.0000	;	200.0000	;	0.470
11	;	96.0000	;	112.0000	;	0.700
12	;	80.0000	;	158.0000	;	0.736
13	;	74.0000	;	202.0000	;	0.784
15	;	92.0000	;	28.0000	;	0.958
17	;	104.0000	;	32.0000	;	0.755
