ID	;	x	;	y	;	score
0	;	226.0000	;	32.0000	;	0.777
1	;	226.0000	;	52.0000	;	0.745
2	;	224.0000	;	52.0000	;	0.738
3	;	254.0000	;	56.0000	;	0.684
4	;	256.0000	;	36.0000	;	0.603
5	;	226.0000	;	50.0000	;	0.588
6	;	248.0000	;	48.0000	;	0.114
7	;	254.0000	;	36.0000	;	0.309
8	;	234.0000	;	102.0000	;	0.755
9	;	242.0000	;	142.0000	;	0.835
10	;	240.0000	;	172.0000	;	0.449
11	;	242.0000	;	100.0000	;	0.651
12	;	248.0000	;	140.0000	;	0.582
13	;	246.0000	;	170.0000	;	0.271
14	;	220.0000	;	30.0000	;	0.801
15	;	226.0000	;	28.0000	;	0.786
16	;	214.0000	;	38.0000	;	0.809
