ID	;	x	;	y	;	score
0	;	84.0000	;	32.0000	;	0.817
1	;	96.0000	;	50.0000	;	0.756
2	;	92.0000	;	50.0000	;	0.582
3	;	78.0000	;	80.0000	;	0.293
4	;	72.0000	;	102.0000	;	0.266
5	;	102.0000	;	50.0000	;	0.865
6	;	64.0000	;	54.0000	;	0.778
7	;	66.0000	;	30.0000	;	0.663
8	;	86.0000	;	108.0000	;	0.651
9	;	84.0000	;	152.0000	;	0.566
10	;	78.0000	;	196.0000	;	0.360
11	;	98.0000	;	110.0000	;	0.725
12	;	80.0000	;	154.0000	;	0.822
13	;	76.0000	;	200.0000	;	0.772
15	;	86.0000	;	28.0000	;	0.809
17	;	100.0000	;	30.0000	;	0.941
