ID	;	x	;	y	;	score
0	;	120.0000	;	36.0000	;	0.699
1	;	128.0000	;	48.0000	;	0.666
2	;	130.0000	;	48.0000	;	0.638
3	;	114.0000	;	52.0000	;	0.149
4	;	110.0000	;	42.0000	;	0.229
5	;	126.0000	;	48.0000	;	0.723
6	;	110.0000	;	50.0000	;	0.719
7	;	106.0000	;	40.0000	;	0.537
8	;	128.0000	;	82.0000	;	0.660
9	;	120.0000	;	106.0000	;	0.570
10	;	118.0000	;	130.0000	;	0.542
11	;	126.0000	;	82.0000	;	0.709
12	;	118.0000	;	106.0000	;	0.747
13	;	116.0000	;	130.0000	;	0.725
15	;	122.0000	;	34.0000	;	0.772
17	;	126.0000	;	36.0000	;	0.826
