ID	;	x	;	y	;	score
0	;	170.0000	;	68.0000	;	0.528
1	;	180.0000	;	82.0000	;	0.713
2	;	184.0000	;	82.0000	;	0.613
3	;	166.0000	;	86.0000	;	0.142
4	;	162.0000	;	74.0000	;	0.222
5	;	176.0000	;	82.0000	;	0.633
6	;	162.0000	;	86.0000	;	0.761
7	;	158.0000	;	72.0000	;	0.588
8	;	178.0000	;	122.0000	;	0.605
9	;	172.0000	;	154.0000	;	0.746
10	;	172.0000	;	172.0000	;	0.283
11	;	172.0000	;	122.0000	;	0.734
12	;	162.0000	;	152.0000	;	0.820
13	;	166.0000	;	172.0000	;	0.288
15	;	172.0000	;	66.0000	;	0.587
17	;	176.0000	;	66.0000	;	0.835
