ID	;	x	;	y	;	score
0	;	226.0000	;	34.0000	;	0.880
1	;	226.0000	;	52.0000	;	0.733
2	;	224.0000	;	54.0000	;	0.724
3	;	254.0000	;	60.0000	;	0.726
4	;	256.0000	;	40.0000	;	0.559
5	;	226.0000	;	50.0000	;	0.612
6	;	248.0000	;	58.0000	;	0.108
7	;	254.0000	;	40.0000	;	0.207
8	;	236.0000	;	100.0000	;	0.752
9	;	242.0000	;	140.0000	;	0.801
10	;	242.0000	;	172.0000	;	0.533
11	;	240.0000	;	98.0000	;	0.575
12	;	244.0000	;	140.0000	;	0.640
13	;	244.0000	;	170.0000	;	0.324
14	;	220.0000	;	32.0000	;	0.800
15	;	226.0000	;	30.0000	;	0.910
16	;	214.0000	;	38.0000	;	0.827
