ID	;	x	;	y	;	score
0	;	92.0000	;	30.0000	;	0.459
1	;	96.0000	;	44.0000	;	0.735
2	;	98.0000	;	44.0000	;	0.635
3	;	74.0000	;	46.0000	;	0.166
4	;	68.0000	;	28.0000	;	0.295
5	;	94.0000	;	44.0000	;	0.866
6	;	66.0000	;	44.0000	;	0.944
7	;	64.0000	;	26.0000	;	0.663
8	;	92.0000	;	90.0000	;	0.634
9	;	78.0000	;	126.0000	;	0.630
10	;	72.0000	;	164.0000	;	0.476
11	;	92.0000	;	92.0000	;	0.851
12	;	76.0000	;	126.0000	;	0.920
13	;	74.0000	;	166.0000	;	0.741
14	;	94.0000	;	26.0000	;	0.208
15	;	94.0000	;	28.0000	;	0.483
17	;	98.0000	;	30.0000	;	0.699
