ID	;	x	;	y	;	score
0	;	132.0000	;	10.0000	;	0.607
1	;	148.0000	;	24.0000	;	0.676
2	;	150.0000	;	24.0000	;	0.490
3	;	142.0000	;	52.0000	;	0.139
4	;	132.0000	;	62.0000	;	0.231
5	;	144.0000	;	22.0000	;	0.767
6	;	118.0000	;	12.0000	;	0.743
7	;	120.0000	;	8.0000	;	0.281
8	;	154.0000	;	76.0000	;	0.638
9	;	136.0000	;	118.0000	;	0.629
10	;	130.0000	;	158.0000	;	0.472
11	;	150.0000	;	76.0000	;	0.746
12	;	136.0000	;	118.0000	;	0.782
13	;	130.0000	;	164.0000	;	0.742
15	;	136.0000	;	8.0000	;	0.536
17	;	144.0000	;	10.0000	;	0.909
