ID	;	x	;	y	;	score
0	;	168.0000	;	26.0000	;	0.813
1	;	178.0000	;	44.0000	;	0.775
2	;	176.0000	;	42.0000	;	0.585
3	;	158.0000	;	50.0000	;	0.272
4	;	154.0000	;	32.0000	;	0.359
5	;	180.0000	;	44.0000	;	0.817
6	;	160.0000	;	50.0000	;	0.433
7	;	152.0000	;	32.0000	;	0.470
8	;	176.0000	;	82.0000	;	0.598
9	;	166.0000	;	112.0000	;	0.652
10	;	162.0000	;	144.0000	;	0.724
11	;	182.0000	;	82.0000	;	0.769
12	;	164.0000	;	112.0000	;	0.830
13	;	160.0000	;	144.0000	;	0.758
15	;	172.0000	;	24.0000	;	0.808
17	;	178.0000	;	28.0000	;	0.946
