ID	;	x	;	y	;	score
0	;	110.0000	;	28.0000	;	0.876
1	;	116.0000	;	44.0000	;	0.833
2	;	112.0000	;	40.0000	;	0.472
3	;	86.0000	;	46.0000	;	0.216
5	;	118.0000	;	46.0000	;	0.726
6	;	86.0000	;	48.0000	;	0.541
7	;	88.0000	;	28.0000	;	0.768
8	;	110.0000	;	84.0000	;	0.510
9	;	102.0000	;	112.0000	;	0.301
10	;	98.0000	;	138.0000	;	0.164
11	;	116.0000	;	86.0000	;	0.715
12	;	104.0000	;	114.0000	;	0.530
13	;	100.0000	;	144.0000	;	0.214
14	;	110.0000	;	24.0000	;	0.831
15	;	114.0000	;	26.0000	;	0.923
17	;	122.0000	;	28.0000	;	0.943
