ID	;	x	;	y	;	score
0	;	132.0000	;	12.0000	;	0.680
1	;	146.0000	;	20.0000	;	0.708
2	;	144.0000	;	18.0000	;	0.480
3	;	122.0000	;	26.0000	;	0.253
4	;	120.0000	;	16.0000	;	0.131
5	;	150.0000	;	20.0000	;	0.774
6	;	124.0000	;	24.0000	;	0.748
7	;	124.0000	;	10.0000	;	0.770
8	;	140.0000	;	72.0000	;	0.595
9	;	136.0000	;	112.0000	;	0.449
10	;	146.0000	;	154.0000	;	0.378
11	;	146.0000	;	72.0000	;	0.678
12	;	130.0000	;	112.0000	;	0.739
13	;	130.0000	;	154.0000	;	0.683
15	;	134.0000	;	8.0000	;	0.634
17	;	144.0000	;	8.0000	;	0.741
