ID	;	x	;	y	;	score
0	;	220.0000	;	30.0000	;	0.871
1	;	224.0000	;	50.0000	;	0.687
2	;	226.0000	;	52.0000	;	0.741
3	;	254.0000	;	56.0000	;	0.671
4	;	256.0000	;	36.0000	;	0.677
5	;	224.0000	;	48.0000	;	0.492
6	;	246.0000	;	48.0000	;	0.094
8	;	236.0000	;	100.0000	;	0.704
9	;	242.0000	;	140.0000	;	0.753
10	;	240.0000	;	172.0000	;	0.479
11	;	240.0000	;	98.0000	;	0.508
12	;	246.0000	;	138.0000	;	0.461
13	;	244.0000	;	170.0000	;	0.217
14	;	216.0000	;	30.0000	;	0.753
15	;	218.0000	;	26.0000	;	0.687
16	;	212.0000	;	38.0000	;	0.811
