ID	;	x	;	y	;	score
0	;	84.0000	;	26.0000	;	0.905
1	;	96.0000	;	44.0000	;	0.695
2	;	92.0000	;	44.0000	;	0.586
3	;	84.0000	;	70.0000	;	0.268
4	;	78.0000	;	92.0000	;	0.226
5	;	98.0000	;	42.0000	;	0.953
6	;	66.0000	;	46.0000	;	0.853
7	;	66.0000	;	28.0000	;	0.856
8	;	90.0000	;	96.0000	;	0.650
9	;	84.0000	;	138.0000	;	0.680
10	;	78.0000	;	180.0000	;	0.469
11	;	102.0000	;	98.0000	;	0.721
12	;	86.0000	;	140.0000	;	0.766
13	;	78.0000	;	184.0000	;	0.704
15	;	88.0000	;	22.0000	;	0.792
17	;	98.0000	;	26.0000	;	0.990
