ID	;	x	;	y	;	score
0	;	214.0000	;	56.0000	;	0.819
1	;	208.0000	;	90.0000	;	0.661
2	;	200.0000	;	92.0000	;	0.841
3	;	252.0000	;	88.0000	;	0.751
4	;	254.0000	;	52.0000	;	0.798
5	;	214.0000	;	88.0000	;	0.457
6	;	250.0000	;	88.0000	;	0.228
8	;	210.0000	;	172.0000	;	0.630
9	;	232.0000	;	234.0000	;	0.682
10	;	236.0000	;	292.0000	;	0.703
11	;	218.0000	;	170.0000	;	0.590
12	;	238.0000	;	232.0000	;	0.501
13	;	244.0000	;	286.0000	;	0.319
14	;	206.0000	;	54.0000	;	0.898
15	;	214.0000	;	50.0000	;	0.882
16	;	192.0000	;	64.0000	;	0.875
