ID	;	x	;	y	;	score
0	;	202.0000	;	20.0000	;	0.929
1	;	202.0000	;	36.0000	;	0.870
2	;	198.0000	;	36.0000	;	0.827
3	;	218.0000	;	38.0000	;	0.786
4	;	222.0000	;	26.0000	;	0.728
5	;	206.0000	;	34.0000	;	0.707
6	;	222.0000	;	38.0000	;	0.363
7	;	220.0000	;	30.0000	;	0.541
8	;	216.0000	;	72.0000	;	0.700
9	;	222.0000	;	104.0000	;	0.770
10	;	214.0000	;	136.0000	;	0.683
11	;	220.0000	;	70.0000	;	0.700
12	;	224.0000	;	104.0000	;	0.598
13	;	220.0000	;	134.0000	;	0.525
14	;	200.0000	;	18.0000	;	0.857
15	;	204.0000	;	18.0000	;	0.667
16	;	196.0000	;	24.0000	;	0.824
