ID	;	x	;	y	;	score
0	;	122.0000	;	34.0000	;	0.948
1	;	134.0000	;	52.0000	;	0.691
2	;	132.0000	;	52.0000	;	0.570
3	;	106.0000	;	58.0000	;	0.311
4	;	102.0000	;	40.0000	;	0.226
5	;	136.0000	;	52.0000	;	0.877
6	;	102.0000	;	52.0000	;	0.707
7	;	102.0000	;	30.0000	;	0.691
8	;	132.0000	;	108.0000	;	0.659
9	;	120.0000	;	156.0000	;	0.597
10	;	120.0000	;	204.0000	;	0.409
11	;	136.0000	;	110.0000	;	0.703
12	;	122.0000	;	156.0000	;	0.893
13	;	122.0000	;	208.0000	;	0.820
15	;	126.0000	;	32.0000	;	0.866
17	;	136.0000	;	36.0000	;	0.909
