ID	;	x	;	y	;	score
0	;	62550.0000	;	5821.8750	;	0.824
1	;	59850.0000	;	8100.0000	;	0.804
2	;	59850.0000	;	7846.8750	;	0.895
3	;	66600.0000	;	8100.0000	;	0.772
4	;	68400.0000	;	4809.3750	;	0.462
5	;	58500.0000	;	8353.1250	;	0.467
8	;	59400.0000	;	14934.3750	;	0.667
9	;	62550.0000	;	21262.5000	;	0.880
10	;	63900.0000	;	27590.6250	;	0.682
11	;	61200.0000	;	14934.3750	;	0.570
12	;	63900.0000	;	21009.3750	;	0.736
13	;	64800.0000	;	27337.5000	;	0.579
14	;	61650.0000	;	5568.7500	;	0.853
15	;	62550.0000	;	5315.6250	;	0.359
16	;	58950.0000	;	6075.0000	;	0.800
