ID	;	x	;	y	;	score
0	;	136.0000	;	8.0000	;	0.672
1	;	150.0000	;	24.0000	;	0.679
2	;	152.0000	;	26.0000	;	0.671
3	;	142.0000	;	50.0000	;	0.512
4	;	126.0000	;	58.0000	;	0.558
5	;	146.0000	;	22.0000	;	0.796
6	;	118.0000	;	14.0000	;	0.700
7	;	120.0000	;	8.0000	;	0.247
8	;	150.0000	;	74.0000	;	0.623
9	;	132.0000	;	114.0000	;	0.486
10	;	126.0000	;	154.0000	;	0.237
11	;	144.0000	;	74.0000	;	0.723
12	;	130.0000	;	116.0000	;	0.847
13	;	128.0000	;	162.0000	;	0.688
15	;	140.0000	;	6.0000	;	0.886
17	;	148.0000	;	8.0000	;	0.865
