ID	;	x	;	y	;	score
0	;	150.0000	;	8.0444	;	0.664
1	;	158.0000	;	24.1333	;	0.631
2	;	154.0000	;	24.1333	;	0.440
3	;	130.0000	;	20.1111	;	0.177
5	;	162.0000	;	24.1333	;	0.747
6	;	130.0000	;	20.1111	;	0.791
7	;	134.0000	;	8.0444	;	0.270
8	;	154.0000	;	80.4444	;	0.506
9	;	148.0000	;	134.7444	;	0.674
10	;	140.0000	;	172.9556	;	0.309
11	;	160.0000	;	82.4556	;	0.619
12	;	144.0000	;	134.7444	;	0.736
13	;	138.0000	;	172.9556	;	0.399
14	;	148.0000	;	6.0333	;	0.508
15	;	154.0000	;	8.0444	;	0.576
17	;	160.0000	;	8.0444	;	0.577
