ID	;	x	;	y	;	score
0	;	146.0000	;	6.0000	;	0.874
1	;	146.0000	;	16.0000	;	0.738
2	;	138.0000	;	12.0000	;	0.656
3	;	122.0000	;	22.0000	;	0.290
4	;	120.0000	;	10.0000	;	0.304
5	;	154.0000	;	18.0000	;	0.827
6	;	124.0000	;	26.0000	;	0.909
7	;	122.0000	;	8.0000	;	0.647
8	;	138.0000	;	72.0000	;	0.619
9	;	136.0000	;	116.0000	;	0.453
10	;	142.0000	;	156.0000	;	0.230
11	;	146.0000	;	72.0000	;	0.660
12	;	130.0000	;	116.0000	;	0.753
13	;	132.0000	;	156.0000	;	0.598
14	;	144.0000	;	6.0000	;	0.758
15	;	150.0000	;	6.0000	;	0.835
16	;	140.0000	;	6.0000	;	0.294
17	;	156.0000	;	8.0000	;	0.674
