ID	;	x	;	y	;	score
0	;	166.0000	;	34.0000	;	0.761
1	;	178.0000	;	46.0000	;	0.663
2	;	176.0000	;	46.0000	;	0.550
3	;	156.0000	;	48.0000	;	0.282
4	;	152.0000	;	32.0000	;	0.355
5	;	178.0000	;	48.0000	;	0.700
6	;	156.0000	;	48.0000	;	0.588
7	;	154.0000	;	34.0000	;	0.592
8	;	168.0000	;	86.0000	;	0.643
9	;	162.0000	;	120.0000	;	0.713
10	;	162.0000	;	148.0000	;	0.712
11	;	170.0000	;	88.0000	;	0.772
12	;	158.0000	;	120.0000	;	0.795
13	;	158.0000	;	148.0000	;	0.622
15	;	168.0000	;	32.0000	;	0.748
17	;	176.0000	;	32.0000	;	0.830
