ID	;	x	;	y	;	score
0	;	174.0000	;	20.0000	;	0.810
1	;	182.0000	;	38.0000	;	0.676
2	;	188.0000	;	38.0000	;	0.701
3	;	166.0000	;	44.0000	;	0.108
4	;	160.0000	;	26.0000	;	0.138
5	;	180.0000	;	38.0000	;	0.834
6	;	154.0000	;	40.0000	;	0.826
7	;	156.0000	;	20.0000	;	0.845
8	;	180.0000	;	82.0000	;	0.702
9	;	168.0000	;	116.0000	;	0.655
10	;	166.0000	;	148.0000	;	0.527
11	;	172.0000	;	82.0000	;	0.786
12	;	162.0000	;	116.0000	;	0.821
13	;	164.0000	;	150.0000	;	0.738
15	;	178.0000	;	16.0000	;	0.848
17	;	184.0000	;	22.0000	;	0.915
