ID	;	x	;	y	;	score
0	;	194.0000	;	30.0000	;	0.808
1	;	180.0000	;	48.0000	;	0.790
2	;	172.0000	;	50.0000	;	0.825
3	;	216.0000	;	56.0000	;	0.734
4	;	216.0000	;	24.0000	;	0.659
5	;	186.0000	;	48.0000	;	0.569
6	;	212.0000	;	58.0000	;	0.107
8	;	184.0000	;	122.0000	;	0.675
9	;	200.0000	;	178.0000	;	0.729
10	;	204.0000	;	226.0000	;	0.506
11	;	194.0000	;	120.0000	;	0.574
12	;	202.0000	;	176.0000	;	0.524
13	;	194.0000	;	218.0000	;	0.313
14	;	190.0000	;	26.0000	;	0.943
15	;	196.0000	;	26.0000	;	0.727
16	;	176.0000	;	24.0000	;	0.819
