ID	;	x	;	y	;	score
0	;	74.0000	;	34.0000	;	0.908
1	;	86.0000	;	60.0000	;	0.743
2	;	92.0000	;	62.0000	;	0.596
3	;	42.0000	;	70.0000	;	0.105
5	;	82.0000	;	58.0000	;	0.725
6	;	32.0000	;	56.0000	;	0.522
7	;	32.0000	;	38.0000	;	0.165
8	;	70.0000	;	128.0000	;	0.378
9	;	52.0000	;	180.0000	;	0.482
10	;	48.0000	;	228.0000	;	0.413
11	;	60.0000	;	128.0000	;	0.543
12	;	44.0000	;	180.0000	;	0.635
13	;	40.0000	;	230.0000	;	0.315
14	;	74.0000	;	30.0000	;	0.470
15	;	80.0000	;	32.0000	;	0.790
17	;	94.0000	;	42.0000	;	0.802
