ID	;	x	;	y	;	score
0	;	90.0000	;	20.0000	;	0.340
1	;	92.0000	;	38.0000	;	0.767
2	;	96.0000	;	38.0000	;	0.700
3	;	72.0000	;	38.0000	;	0.227
4	;	70.0000	;	26.0000	;	0.204
5	;	90.0000	;	36.0000	;	0.865
6	;	64.0000	;	40.0000	;	0.625
7	;	66.0000	;	20.0000	;	0.782
8	;	82.0000	;	84.0000	;	0.639
9	;	70.0000	;	124.0000	;	0.580
10	;	70.0000	;	162.0000	;	0.462
11	;	78.0000	;	86.0000	;	0.717
12	;	68.0000	;	126.0000	;	0.856
13	;	74.0000	;	162.0000	;	0.655
15	;	92.0000	;	18.0000	;	0.361
17	;	96.0000	;	22.0000	;	0.607
