ID	;	x	;	y	;	score
0	;	172.0000	;	30.0000	;	0.893
1	;	174.0000	;	46.0000	;	0.748
2	;	168.0000	;	44.0000	;	0.782
3	;	148.0000	;	46.0000	;	0.497
4	;	152.0000	;	32.0000	;	0.503
5	;	178.0000	;	48.0000	;	0.755
6	;	158.0000	;	48.0000	;	0.509
7	;	156.0000	;	32.0000	;	0.528
8	;	166.0000	;	86.0000	;	0.761
9	;	160.0000	;	118.0000	;	0.669
10	;	160.0000	;	146.0000	;	0.625
11	;	172.0000	;	88.0000	;	0.789
12	;	158.0000	;	118.0000	;	0.813
13	;	160.0000	;	148.0000	;	0.642
14	;	170.0000	;	28.0000	;	0.901
15	;	176.0000	;	28.0000	;	0.820
17	;	182.0000	;	34.0000	;	0.842
